name,region,address,phone,money
臺南市私立長祐老人長期照顧中心(養護型),仁德區,臺南市仁德區中洲里中生街252巷52號,06-2666425,27000
臺南市私立仁田老人長期照顧中心(養護型),仁德區,臺南市仁德區仁德里文華路三段460號,06-2797977,23000
臺南市私立恩欣老人長期照顧中心(養護型),仁德區,臺南市仁德區仁德里19鄰文華路三段116號,06-2895999,23000
臺南市私立媽廟老人養護院,歸仁區,臺南市歸仁區媽廟里和順路一段336巷16號,06-2719123,25000
臺南市私立歸仁愛心養護中心,歸仁區,臺南市歸仁區七甲里中正北路2段417巷118號,06-2396618,23000
臺南市私立友廉養護中心,永康區,臺南市永康區六合里六合路55之1號,06-2020707,21000
臺南市私立保健老人長期照顧中心（養護型）,永康區,臺南市永康區五王里五福街19、21、23號,06-2028884,21000
臺南市私立南臺養護中心,永康區,臺南市永康區尚頂里南臺街65號,06-2425538,25000
臺南市私立永康慈善老人養護之家,永康區,臺南市永康區龍潭里龍國街562號,06-2015439,20000
臺南市私立維康老人養護中心,永康區,臺南市永康區大橋里大橋五街151號,06-3027655,25000
臺南市私立和春老人長期照顧中心(養護型),永康區,臺南市永康區五王里振興路98號,06-3025908,23000
臺南市私立康鈞老人長期照顧中心(養護型),永康區,臺南市永康區二王里8鄰中山南路858號,06-2020816,27000
臺南市私立樺馨苑老人長期照顧中心(養護型),永康區,臺南市永康區網寮里大灣路942巷641弄75號,06-2719998,23000
臺南市私立陽光老人長期照顧中心(養護型),永康區,臺南市永康區二王里47鄰中山東路25號1樓,06-3020288,23000
臺南市私立宜仁老人長期照顧中心(養護型),永康區,臺南市永康區中山北路385巷3弄4號,06-2019321,23000
財團法人台灣省私立菩提仁愛之家,大里區,臺中市大里區大明路55號,04-24837148,27500
臺中市立仁愛之家,北屯區,臺中市北屯區軍功里006鄰軍功路二段490號,04-22392074,20000
財團法人臺中市私立長生老人長期照護中心,北區,臺中市北區錦祥里001鄰北屯路26號9、10、12樓(不含12樓之9及12樓之10),04-22302033,30000
財團法人台中市順天宮輔順將軍廟附設私立輔順仁愛之家,北區,臺中市北區賴村里015鄰德化街362號,04-22030602,18000
財團法人中華基督教福音信義傳道會附設台中市私立信義老人養護中心,東勢區,臺中市東勢區泰昌里002鄰東崎路五段425號,04-25888225,26000
財團法人臺中市私立永耕社會福利基金會附設臺中市私立永耕老人養護中心,南區,臺中市南區工學里011鄰文心南路766號,04-22611698,28500
財團法人臺灣省私立永信社會福利基金會附設臺中市私立松柏園老人養護中心,大甲區,臺中市大甲區頂店里002鄰成功路319號,04-26760180,30800
財團法人臺中市私立普濟社會福利慈善事業基金會附設臺中市私立普濟老人長期照顧中心(養護型),龍井區,臺中市龍井區東海里006鄰遠東街209巷2號,04-26522166,26000
財團法人臺中市私立公老坪社會福利慈善事業基金會附設臺中市私立田園老人養護中心,豐原區,臺中市豐原區南嵩里014鄰水源路坪頂巷8-7號,04-25220123,27500
財團法人臺中市私立廣達社會福利慈善事業基金會附設臺中市私立廣達老人長期照顧中心(養護型),外埔區,臺中市外埔區六分里009鄰月眉西路398巷100號,04-26836161,27500
財團法人臺中市私立好耆老人長期照顧中心(養護型),梧棲區,臺中市梧棲區南簡里027鄰星美路197號,04-26630197,34000
台中市私立麗安老人長期照顧中心(養護型),中區,臺中市中區中華里024鄰成功路341號3、4樓,04-22250345,33000
臺中市私立麗新長期照顧中心(養護型),中區,臺中市中區中華里024鄰成功路341號2樓,04-22250345,27000
臺中市私立惠群老人長期照顧中心(養護型),東區,臺中市東區干城里004鄰自由路三段276號5樓,04-22130557,26000
臺中市私立德康老人長期照顧中心(養護型),東區,臺中市東區東勢里021鄰玉皇街63號3~5樓,04-22154171,28500
臺中市私立敬馨老人長期照顧中心(養護型),東區,臺中市東區旱溪里019鄰自由路三段314巷12號,04-22116802,24000
臺中市私立福祿貝老老人養護中心,西區,臺中市西區和龍里014鄰梅川東路二段11號 ,04-22026788,23000
台中市私立貝思特老人長期照顧中心(養護型),西區,臺中市西區和龍里014鄰梅川東路二段11號 ,04-22026788,23000
台中市私立大墩老人養護中心,西區,臺中市西區公正里011鄰向上路一段451號3~6樓,04-24735983 ,25000
台中市私立祥和老人養護中心,南區,臺中市南區樹義里014鄰大慶街一段242號,04-22605999,26000
臺中市私立沐陽306老人長期照顧中心(養護型),南區,臺中市南區長榮里010鄰復興路三段304號,04-22222859,26000
臺中市私立永和老人養護中心,北區,臺中市北區淡溝里016鄰西屯路一段250巷1號,04-22030609,23000
台中市私立信望愛老人養護中心,北區,臺中市北區育德里002鄰美德街211號2樓~6樓,04-22031097 ,26000
台中市私立慈恩老人養護中心,北區,臺中市北區賴村里015鄰健行路518巷15弄2號,04-22039778,28000
臺中市私立杏林老人長期照顧中心(養護型),西屯區,臺中市西屯區福雅里024鄰西屯路三段153-5號3樓~6樓,04-24618119,28000
台中市私立玫園老人長期照顧中心(養護型),西屯區,臺中市西屯區福順路66號,04-24623902 ,24000
臺中市私立長青老人養護中心,西屯區,臺中市西屯區何南里022鄰大墩二十街116、118號,04-23107959,28300
臺中市私立安健老人養護中心,西屯區,臺中市西屯區何明里006鄰太原路一段25號,04-23119033,30000
台中市私立善心園老人長期照顧中心(養護型),西屯區,臺中市西屯區林厝里009鄰福雅路550號,04-24635886,26000
台中市私立至善園老人養護中心,南屯區,臺中市南屯區南屯里021鄰五福街205號,04-23852299,26000
臺中市私立葳采老人長期照顧中心(養護型),南屯區,臺中市南屯區春社里033鄰永春南路188巷71號,04-23807788,26000
臺中市私立真善美老人長期照顧中心(養護型),北屯區,臺中市北屯區三和里005鄰東山路一段50巷63號,04-24363201 ,26000
台中市私立惠恩老人養護中心,北屯區,臺中市北屯區仁美里027鄰崇德18路213號,04-24223627,26000
臺中市私立同心居老人養護中心,北屯區,臺中市北屯區仁和里023鄰崇德十路二段266號,04-24225880 ,23100
臺中市私立長生老人養護中心,北屯區,臺中市北屯區仁美里001鄰崇德路三段942號,04-24226226,30000
臺中市私立欣德老人長期照顧中心(養護型),北屯區,臺中市北屯區平德里012鄰青島路三段13號,04-22316611,28000
台中市私立永安老人長期照顧中心(養護型),北屯區,臺中市北屯區三光里012鄰北平路四段199號,04-22389266,26000
台中市私立嘉民老人長期照顧中心(養護型),北屯區,臺中市北屯區和平里023鄰環中東路二段255號3樓,04-24370892,27000
臺中市私立昇柏老人養護中心,烏日區,臺中市烏日區學田里001鄰學田路732號,04-23381438,22000
臺中市私立泰安老人長期照顧中心(養護型),烏日區,臺中市烏日區九德里025鄰中山路一段548號8、9樓,04-23380707,27445
臺中市私立福碩老人長期照顧中心(養護型),烏日區,臺中市烏日區烏日里020鄰一德街1號,04-23386608,32000
臺中市私立清心老人養護中心,大里區,臺中市大里區大元里001鄰內元路158號,04-24864567,33000
台中市私立全家老人養護中心,大里區,臺中市大里區大元里022鄰東里路77號1、2樓,04-24180505,21000
臺中市私立健民老人長期照顧中心(養護型),霧峰區,臺中市霧峰區萬豐里007鄰中正路129號1樓,04-23328287,23000
臺中市私立皇家老人養護中心,沙鹿區,臺中市沙鹿區埔子里016鄰正義路97巷30號,04-26336666,22000
臺中市私立康祥老人長期照顧中心(養護型),沙鹿區,臺中市沙鹿區三鹿里023鄰保成六街90號,04-26367669,26000
臺中市私立育沛老人長期照顧中心(養護型),梧棲區,臺中市梧棲區草湳里21鄰自強三街96巷8號,04-26392378,26000
臺中市私立健德老人養護中心,大雅區,臺中市大雅區六寶里002鄰光復路2-5號,04-25604290,23100
臺中市私立孝親園老人長期照顧中心(養護型),潭子區,臺中市潭子區大豐里012鄰雅豐街197巷8號,04-25345412,26000
臺中市私立松群老人養護中心,神岡區,臺中市神岡區圳前里004鄰神圳路82號,04-25625627,26000
臺中市私立豐原長生老人養護中心,豐原區,臺中市豐原區南村里017鄰水源路407號,04-25151111,22000
臺中市私立健安老人養護中心,豐原區,臺中市豐原區南田里011鄰南田街41號,04-25255777,30000
臺中市私立太夫老人長期照顧中心(養護型),豐原區,臺中市豐原區東湳里005鄰角潭路二段119巷22號1樓,04-25232048,27500
臺中市私立豐盛老人長期照顧中心,豐原區,臺中市豐原區南陽里027鄰圓環東路241號,04-25122371,24000
臺中市私立愛老郎老人長期照顧中心(養護型),豐原區,臺中市豐原區東湳里002鄰三豐路2段396巷69號,04-25293499,30000
臺中市私立常春老人養護中心,外埔區,臺中市外埔區三崁里008鄰三崁路72之3號 ,04-26839990,26000
臺中市私立安宜田園老人長期照顧中心(養護型),外埔區,臺中市外埔區鐵山里017鄰長生路425號,04-26838781,27000
臺中市私立永和老人長期照顧中心(養護型),大甲區,臺中市大甲區文武里001鄰育英路128號,04-26870788,21000
財團法人台灣省私立桃園仁愛之家,楊梅區,桃園市楊梅區高榮里14鄰梅獅路539巷3號,03-4643385,23000
財團法人台灣省私立桃園仁愛之家附設成功養護中心,桃園區,桃園市桃園區成功路2段99號,03-3394151,22000
桃園市私立長安老人長期照顧中心(養護型),桃園區,桃園市桃園區延平路42號2樓,03-3758059,25000
桃園市私立建元老人長期照顧中心(養護型),桃園區,桃園市桃園區大豐路56號1-2樓、60、62號1樓,03-3631755,28000
桃園市私立逸園老人長期照顧中心(養護型),桃園區,桃園市桃園區民富五街5、7號1、2樓、5之2號3樓,03-3319523,26000
桃園市私立慈家老人長期照顧中心(養護型),桃園區,桃園市桃園區新生路165號6樓之1,03-3331155,26000
桃園市私立慈庭老人長期照顧中心(長期照護型),桃園區,桃園市桃園區新生路165號6樓之2,03-3319379,27000
桃園市私立逸慈老人長期照顧中心(養護型) ,桃園區,桃園市桃園區寶慶路201號,03-3015051,25000
桃園市私立台大老人長期照顧中心(養護型),桃園區,桃園市桃園區經國路242號4樓,03-3555036,28000
桃園市私立康全老人長期照顧中心(養護型),桃園區,桃園市桃園區樹林四街26號1、2樓(B1),03-3615577,27000
桃園市私立家悅老人長期照顧中心(養護型),桃園區,桃園市桃園區新生路165號5樓之2,03-3342139,25000
桃園市私立康益老人長期照顧中心(養護型),桃園區,桃園市桃園區新生路165號5樓之1,03-3347259,27000
桃園市私立陽光老人長期照顧中心（養護型）,桃園區,桃園市桃園區國際路一段264號1樓,03-3618728,32000
桃園市私立同安老人長期照顧中心(養護型),桃園區,桃園市桃園區新埔七街101號1樓,03-3552546,25000
桃園市私立宜家老人長期照顧中心(養護型),桃園區,桃園市桃園區經國路242號2樓,03-3568881,28000
桃園市私立康健老人長期照顧中心(養護型),桃園區,桃園市桃園區新埔七街101號2、3樓,03-2552638,25000
桃園市私立吉安老人長期照顧中心(養護型),桃園區,桃園市桃園區朝陽街二段26、28號,03-3345631,27000
桃園市私立恩澤老人長期照顧中心(養護型),桃園區,桃園市桃園區中央街26號1樓,03-3333636,25500
桃園市私立陽光空氣水老人長期照顧中心(養護型),桃園區,桃園市桃園區中正路720之7號8樓,03-3588966,29800
桃園市私立民享老人長期照顧中心(養護型),桃園區,桃園市桃園區民生路290號,03-3350800,26000
桃園市私立禾安老人長期照顧中心(養護型),桃園區,桃園市桃園區武陵里9鄰朝陽街2段26、28號2樓,03-3329899,26000
桃園市私立莊敬園老人長期照顧中心(養護型),桃園區,桃園市桃園區莊敬路1段375號3樓,03-3250813,26000
桃園市私立慈恩老人長期照顧中心(養護型),中壢區,桃園市中壢區自立里自立三街二巷16、18號(1-3F),03-4558858,30000
桃園市私立長祐老人長期照顧中心(養護型),中壢區,桃園市中壢區環中東路188號、190號2樓,03-4356337,30000
桃園市私立東陽老人長期照顧中心(養護型),中壢區,桃園市中壢區內壢興仁路二段152之2號,03-2850571,27000
財團法人桃園市私立甡光社會福利基金會附設桃園市私立甡光老人長期照顧中心(養護型),平鎮區,桃園市平鎮區南平路二段516巷99號(1-3F),03-4643380,28000
財團法人桃園市私立國宏老人長期照顧中心（養護型）,平鎮區,桃園市平鎮區北貴里20鄰關爺東路19-5號(1-2F、B1),03-4582977,26000
桃園市私立瑞生老人長期照顧中心(養護型),平鎮區,桃園市平鎮區金陵路五段32之1號.32之2號(1-2F),03-4502966,27000
桃園市私立平鎮老人長期照顧中心(養護型),平鎮區,桃園市平鎮區平南里35鄰開封街77號,03-4398361,26000
桃園市私立八德老人長期照顧中心(養護型),八德區,桃園市八德區大智里介壽路一段758巷8號,03-2182128,27000
桃園市私立明新老人長期照顧中心(養護型),楊梅區,桃園市楊梅區裕成南路313號、315號1樓,03-4314349,25000
桃園市私立富佑老人長期照顧中心(養護型),楊梅區,桃園市楊梅區富豐南路418號,03-4721972,26000
桃園市私立雲鵬老人長期照顧中心(養護型),楊梅區,桃園市楊梅區中山北路一段319號,03-4881300,30000
桃園市私立眾生老人長期照顧中心(養護型),大溪區,桃園市大溪區福安里順和路65號,03-3887167,25000
桃園市私立大溪老人長期照顧中心(養護型),大溪區,桃園市大溪區慈湖路85號4樓,03-3870119,26000
桃園市蘆竹區老人長期照顧中心(養護型),蘆竹區,桃園市蘆竹區山腳里5鄰黃帝街168號,03-3245369,25000
桃園市私立台北老人長期照顧中心（養護型）,蘆竹區,桃園市蘆竹區坑子里13鄰八德一路263號,03-3246538,26000
桃園市私立友愛老人長期照顧中心（養護型）,蘆竹區,桃園市蘆竹區新興街273巷63號、65號1樓,03-3027510,27000
桃園市私立馨禾老人長期照顧中心（養護型）,蘆竹區,桃園市蘆竹區文中路一段108號,03-3782533,39500
桃園市私立大園老人長期照顧中心（養護型）,大園區,桃園市大園區圳頭里6鄰圳頭路342號,03-3864499,25000
桃園市私立長青老人長期照顧中心（養護型）,大園區,桃園市大園區田心里華興路1段81號,03-3861559,25000
桃園市私立祥安老人長期照顧中心（養護型）,龜山區,桃園市龜山區文化三路78巷30弄26號,03-3975862,25000
桃園市私立慈慧老人長期照顧中心（養護型）,龜山區,桃園市龜山區萬壽路二段345號,03-3194922,25000
桃園市私立愈健老人長期照顧中心(養護型),龜山區,桃園市龜山區大湖里文三三街5巷5號,03-3181946,28000
桃園市私立吳木同老人長期照顧中心（養護型）,龜山區,桃園市龜山區大坑里17鄰陳厝坑路395號,03-3161021,26000
桃園市私立松林老人長期照顧中心（長期照護型）,龜山區,桃園市龜山區復興北路6巷42號,03-3288158,30000
桃園市私立友緣老人長期照顧中心（養護型）,龜山區,桃園市龜山區萬壽路2段345號3樓,03-3195969,26000
桃園市私立宥恩老人長期照顧中心（養護型）,龜山區,桃園市龜山區萬壽路2段343號3樓,03-3191665,24000
桃園市私立真愛老人長期照顧中心（養護型）,龜山區,桃園市龜山區萬壽路一段163號3樓之1、之2,02-82000148,26000
財團法人桃園市私立怡德老人長期照顧中心(養護型),龍潭區,桃園市龍潭區中正路三林段619巷105號(1-4F、B1),03-4092468,25000
桃園市私立佳心老人長期照顧中心(養護型),龍潭區,桃園市龍潭區中興路211巷30號(1-3F),03-4995577,24000
桃園市私立厚德老人長期照顧中心(養護型),龍潭區,桃園市龍潭區高原里高原路239號(1-2F),03-4718866,29000
桃園市私立龍祥老人長期照顧中心(長期照護型),龍潭區,桃園市龍潭區高平里高楊南路97-1號1F,03-4719302,28000
桃園市私立慈航老人長期照顧中心(養護型),龍潭區,桃園市龍潭區富林里中正路三林段619巷3號(1-2F),03-4097532,25000
桃園市私立庭園老人長期照顧中心（養護型）,龍潭區,桃園市龍潭區南龍路42號1F,03-4991812,28000
財團法人桃園市私立佳安老人長期照顧中心(養護型),龍潭區,桃園市龍潭區佳安西路4巷101號(1-6F),03-4111111,26000
桃園市私立愛心老人長期照顧中心(養護型),龍潭區,桃園市龍潭區龍元路45號1樓,03-4990650,24000
桃園市私立慈園老人長期照顧中心(養護型),龍潭區,桃園市龍潭區武中路558號,03-4700766,25000
財團法人天下為公社會福利基金會附設桃園市私立龍潭老人長期照顧中心(養護型),龍潭區,桃園市龍潭區高原里8鄰南坑路3-5號1-4樓,03-4116889,23600
桃園市私立欣園老人長期照顧中心(養護型),新屋區,桃園市新屋區頭洲里梅高路三段八號1F-2F,03-4207286,21000
桃園市私立龍德老人長期照顧中心（養護型）,新屋區,桃園市新屋區三民路265巷68號1F,03-4970361,27000
桃園市私立博愛老人長期照顧中心(養護型),新屋區,桃園市新屋區東明里上庄一路136號(1-4樓),03-4775570,26000
桃園市私立友德老人長期照顧中心(養護型),蘆竹區,桃園市蘆竹區新興街273巷63、65號2樓,03-3029320,26000
桃園市私立少同老人長期照顧中心(養護型),中壢區,桃園市中壢區中正路四段594號8樓、596號8、9樓,03-4081905,26000
桃園市私立坤宏老人長期照顧中心(養護型),桃園區,桃園市桃園區大樹里2鄰樹仁三街218號,03-3670286,28000
桃園市私立海森老人長期照顧中心(養護型),蘆竹區,桃園市蘆竹區蘆興里3鄰蘆興南路403巷26號,03-3228886,30000
桃園市私立安生老人長期照顧中心(長期照護型),中壢區,桃園市中壢區內定八街286號,03-4510116,36000
桃園市私立泰安老人長期照顧中心(養護型),新屋區,桃園市新屋區永安里中山西路三段603巷36號,03-4861967,25000
臺北市私立上美老人長期照顧中心(養護型),士林區,臺北市士林區重慶北路4段162號1-4樓,02-28122366,30000
臺北市至善老人安養護中心,士林區,臺北市士林區永福里001鄰仰德大道2段2巷50號,02-28832666 ,30000
臺北市私立璞園老人長期照顧中心(養護型),士林區,臺北市士林區富光里010鄰葫蘆街33號4、5、6樓,02-28163696,30000
臺北市私立祐心老人長期照顧中心(養護型),士林區,臺北市士林區名山里 009鄰至誠路1段305巷3弄14號1-2樓,02-28310432,30000
臺北市私立永青老人長期照顧中心(養護型),士林區,臺北市士林區天壽里003鄰中山北路6段427巷8號1~4樓,02-28761908,30000
臺北市私立祇福老人養護所,士林區,臺北市士林區三玉里016鄰忠誠路2段10巷11、13號1~2樓,02-28317713,30000
臺北市私立荷園老人長期照顧中心(養護型),士林區,臺北市士林區富光里010鄰葫蘆街33號2~3樓,02-28163696,30000
臺北市私立柏安老人養護所,士林區,臺北市士林區蘭雅里 024鄰 中山北路6段290巷52、54號1樓,02-28333536,30000
臺北市私立松園老人長期照顧中心(養護型),士林區,臺北市士林區蘭雅里 020鄰德行東路61巷1、2、3號1~2樓,02-88662097,30000
臺北市私立天玉老人長期照顧中心(長期照護型),士林區,臺北市士林區天玉街38巷18弄18號1-6樓,02-28720239,30000
臺北市私立慧光老人養護所,大同區,臺北市大同區星明里 014鄰寧夏路32 號5樓,02-25582275,30000
臺北市私立敦煌老人長期照顧中心(養護型),大同區,臺北市大同區重慶里014鄰敦煌路80巷3號及3-1號1樓,02-25945133,30000
臺北市私立祥安尊榮老人長期照顧中心(養護型),大同區,臺北市大同區國順里008鄰延平北路3段4號2樓,02-25860098,30000
臺北市私立永安老人養護所,大同區,臺北市大同區老師里008鄰重慶北路3段284號2~4樓、286號1~4樓,02-25980197,30000
臺北市私立德寶老人養護所,大同區,臺北市大同區建明里002鄰長安西路78巷4弄11號1~4樓,02-25522062,30000
臺北市私立仁家老人長期照顧中心(養護型),大同區,臺北市大同區延平里001鄰甘州街55號5~6樓,02-25530799,31000
臺北市私立建順老人長期照顧中心(養護型),大同區,臺北市大同區延平里001鄰甘州街55號3樓,02-25520199,26000
臺北市私立建興老人長期照顧中心(養護型),大同區,臺北市大同區延平里001鄰甘州街55號2樓,02-25520199,26000
臺北市私立晉安老人長期照顧中心(養護型),大同區,臺北市大同區至聖里032鄰重慶北路3段175、177號1~4樓,02-25982301,28000
臺北市私立祥寶尊榮老人長期照顧中心(養護型),大同區,臺北市大同區建泰里019鄰太原路97巷4、6號,02-25501118,35000
臺北市私立天恩老人長期照顧中心(養護型),大安區,臺北市大安區龍門里008鄰新生南路3段7-4號、9-4號、9-5號,02-23620457,31000
臺北市私立新常安老人長期照顧中心(養護型),大安區,臺北市大安區黎孝里006鄰安居街46巷14號1~3樓及芳和里 013鄰 和平東路3段228巷39號2樓,02-23775448,28000
臺北市私立健全老人長期照顧中心(養護型),大安區,臺北市大安區錦華里001鄰金山南路2段152號2、3、5、6樓,02-23943265~6,36000
臺北市私立嘉恩老人長期照顧中心(養護型),大安區,臺北市大安區黎孝里008鄰安居街27號4、6樓及29號4、5樓,02-27371330,30500
臺北市私立康寧老人長期照顧中心(養護型),大安區,臺北市大安區光信里020鄰仁愛路4段300巷20弄15號2樓、17號2樓,02-27053835,32000
臺北市私立上上老人養護所,大安區,臺北市大安區仁慈里009鄰復興南路1段279巷14、16號1樓,02-27032223,28500
臺北市私立晨欣老人長期照顧中心(養護型),中山區,臺北市中山區集英里006鄰中山北路2段96巷19號3樓,02-25212226,30000
臺北市私立松湛園老人養護所,中山區,臺北市中山區聚盛里003鄰錦州街4巷1號2樓、2樓之1,02-25652281,27000
臺北市私立松青園老人養護所,中山區,臺北市中山區民安里021鄰民生西路30號2樓、2樓之1~4,02-25110903,27000
臺北市私立法泉老人長期照顧中心(養護型),中山區,臺北市中山區朱崙里012鄰八德路2段251號2樓,02-87731706,29500
臺北市私立龍江老人長期照顧中心(養護型),中山區,臺北市中山區力行里007鄰長安東路1段63號4樓,02-25672208,35000
臺北市私立仁群老人長期照顧中心(養護型),中山區,臺北市中山區下埤里019鄰民族東路512巷14號1~2樓、16號2樓,02-25013369,26250
臺北市私立群仁老人長期照顧中心(養護型),中山區,臺北市中山區下埤里019鄰民族東路512巷14號3~5樓,02-25010048,26250
臺北市私立福成老人長期照顧中心(養護型),中山區,臺北市中山區新福里004鄰松江路374、380、382號4樓,02-25982507,30000
臺北市私立福喜老人長期照顧中心(養護型),中山區,臺北市中山區松江路374、380、382號7樓,02-25919087,30000
臺北市私立仁泰老人長期照顧中心(養護型),中正區,臺北市中正區三愛里001鄰連雲街3號1、3樓、3之4號及三愛里001鄰新生南路1段124之3號5樓,02-33931662,28000
臺北市私立博愛老人長期照顧中心(養護型),中正區,臺北市中正區富水里001鄰汀州路3段56號2樓,02-23671050 ,30000
臺北市私立明德老人長期照顧中心(養護型),中正區,臺北市中正區永昌里014鄰詔安街220巷2、4號1樓,02-23090381,30000
臺北市私立大園老人長期照顧中心(養護型),中正區,臺北市中正區三愛里001鄰新生南路1段124之3號1~4樓,02-33931661,27000
臺北市私立銀髮族老人養護所,內湖區,臺北市內湖區成功路2段488號2~5樓、490號2樓、4樓,02-27926006,30000
臺北市私立童音老人長期照顧中心(養護型),內湖區,臺北市內湖區葫洲里004鄰民權東路6段280巷19弄1、3、5、7號1樓,02-26345131,29000
臺北市私立湖濱老人長期照顧中心(養護型),內湖區,臺北市內湖區湖濱里010鄰內湖路2段179巷58、60號1樓,02-27933081,26000
臺北市私立瑞安老人長期照顧中(養護型),內湖區,臺北市內湖區紫陽里002鄰成功路3段88、90、92號2樓、76巷9號2樓,02-27925292,28000
臺北市私立祥家老人養護所,內湖區,臺北市內湖區湖濱里026鄰內湖路2段253巷1弄1.3號1-2樓,02-27922281,29250
臺北市私立文德老人長期照顧中心(養護型),內湖區,臺北市內湖區紫陽里011鄰陽光街70-2、70-3、72、72-1號1樓,02-26581303,30000
臺北市私立景安老人長期照顧中心(養護型),文山區,臺北市文山區景慶里001鄰溪口街1巷5號1~2樓,02-29325698,28000
臺北市私立心慈老人養護所,文山區,臺北市文山區興業里022鄰辛亥路5段120-1號1~4樓,02-29314730,26250
臺北市私立慧誠老人長期照顧中心(養護型),文山區,臺北市文山區木柵里025鄰木柵路2段163、165號1~5樓,02-29392222,28000
臺北市私立蓮馨老人長期照顧中心(養護型),文山區,臺北市文山區萬和街6號8樓,02-82300373,28000
臺北市私立慈安老人長期照顧中心(養護型),文山區,臺北市文山區萬有里001鄰興隆路1段2、4號1~4樓,02-29337745,28000
臺北市私立美安老人長期照顧中心(養護型),文山區,臺北市文山區景慶里001鄰溪口街1巷5號3-4樓,02-29316388,28000
臺北市私立景興老人長期照顧中心(養護型),文山區,臺北市文山區景行里021鄰景興路222號3樓,02-29349412,26000
臺北市私立三園老人長期照顧中心(養護型),文山區,臺北市文山區景行里002鄰車前路12號3-4樓,02-29321147,32000
臺北市私立吉祥老人長期照顧中心(養護型),文山區,臺北市文山區木柵里004鄰木柵路3段85巷8弄4-1、4-2號1樓及2、2-1、2-2、4、4-1、4-2號2樓,02-22343511,28000
臺北市文山老人養護中心,文山區,臺北市文山區興豐里016鄰興隆路2段95巷8號3~6樓,02-89313190,30000
臺北市兆如老人安養護中心,文山區,臺北市文山區政大里005鄰政大二街129號,02-86616365,25000
臺北市私立慧華老人長期照顧中心(養護型),文山區,臺北市文山區興隆路2段154巷11號1樓,02-29356272,28000
臺北市私立尊暉老人長期照顧中心(養護型),北投區,臺北市北投區石牌路2段343巷17號1~2樓,02-28761997,30000
臺北市私立賢暉老人長期照顧中心(養護型),北投區,臺北市北投區石牌路2段315巷34弄14、16號1樓,02-28710770,30000
臺北市私立高德老人長期照顧中心(養護型),北投區,臺北市北投區磺港路156號1~3樓,02-28982418,30000
臺北市私立陽明山老人長期照顧中心(養護型),北投區,臺北市北投區湖山里006鄰紗帽路116號,02-28615006,33000
臺北市私立全家老人長期照顧中心(養護型),北投區,臺北市北投區永和里007鄰行義路96巷1號1~2樓,02-28761692,32330
臺北市私立倚青園老人長期照顧中心(養護型),北投區,臺北市北投區永明里008鄰義理街63巷4弄7、11之1~3號1樓,02-28283533,31000
臺北市私立榮健老人長期照顧中心(養護型),北投區,臺北市北投區建民里016鄰文林北路94巷5弄13號1~2樓、15號2樓,02-28216113,32000
臺北市私立全寶老人長期照顧中心(養護型),北投區,臺北市北投區永欣里014鄰石牌路2段315巷16弄2、2-1號1樓,02-28710793,29000
臺北市私立義行老人長期照顧中心(養護型),北投區,臺北市北投區永和里001鄰石牌路2段357巷1號4~6樓,02-28767880,30000
臺北市私立建民老人長期照顧中心(養護型),北投區,臺北市北投區文林里019鄰建民路22、24、26、26之1號1樓,02-28250799,34000
臺北市私立榮祥老人長期照顧中心(養護型),北投區,臺北市北投區文林里019鄰文林北路166巷5弄2號1~2樓、4號1樓,02-28213709,32000
臺北市私立北投老人長期照顧中心(養護型),北投區,臺北市北投區公館路231巷20號1樓,02-28937412,26500
臺北市私立全泰老人長期照顧中心(養護型),北投區,臺北市北投區永和里006鄰行義路105號1~2樓,02-28747739,36000
臺北市私立聖心老人養護所,北投區,臺北市北投區稻香路321號1樓,02-28913890,26500
臺北市私立精英國際老人長期照顧中心(養護型),北投區,臺北市北投區關渡里003鄰關渡路60、62之1號1樓,02-28582701,30000
臺北市私立怡靜老人長期照顧中心(養護型),北投區,臺北市北投區吉利里002鄰致遠二路96巷3弄1、3號1樓,02-28200437,25000
臺北市私立貴族老人長期照顧中心(養護型),北投區,臺北市北投區大同里013鄰大業路452巷2號2~5樓,02-28965555,39000
臺北市私立行義老人長期照顧中心(養護型),北投區,臺北市北投區永和里001鄰石牌路2段357巷1號1~3樓,02-28729599,30000
臺北市私立豪門老人長期照顧中心(養護型),北投區,臺北市北投區大同里013鄰大業路452巷2號6~9樓,02-28954492,33000
臺北市私立安安老人長期照顧中心(養護型),北投區,臺北市北投區奇岩里003鄰公館路194、196號1樓,02-28953298,25000
臺北市私立奇里岸老人長期照顧中心(養護型),北投區,臺北市北投區立農里013鄰西安街2段245號1.2樓,02-28275139,26500
財團法人台灣基督教道生院附設臺北市私立道生院老人長期照顧中心(養護型),北投區,臺北市北投區秀山里002鄰中和街錫安巷112號1.2樓及地下1樓,02-28936161,35000
臺北市立浩然敬老院,北投區,臺北市北投區關渡里016鄰知行路75號,02-28581081,0
臺北市私立同德老人長期照顧中心(養護型),北投區,臺北市北投區榮華里004鄰明德路306號1-7樓,02-28281328,40000
臺北市私立群英老人長期照顧中心(養護型),松山區,臺北市松山區仁愛里013鄰敦化南路1段7號4樓,02-25791400,35000
臺北市私立台大老人長期照顧中心(養護型),松山區,臺北市松山區仁愛里013鄰敦化南路1段7號4樓之1,02-25792816,35000
臺北市私立仁仁老人長期照顧中心(養護型),松山區,臺北市松山區新聚里003鄰南京東路5段356號2樓,02-27659900,32000
